id,topic_id,title,content,created_at
000004004,000004,Tese,,2026-07-12 03:12:57.305322+00
000004005,000004,Argumentação,,2026-07-12 03:12:57.305322+00
000004006,000004,Contra-argumentação,,2026-07-12 03:12:57.305322+00
000004007,000004,Repertório Sociocultural,,2026-07-12 03:12:57.305322+00
000004008,000004,Proposta de Intervenção,,2026-07-12 03:12:57.305322+00
000004009,000004,Coesão,,2026-07-12 03:12:57.305322+00
000004010,000004,Coerência,,2026-07-12 03:12:57.305322+00
000004011,000004,Conectivos,,2026-07-12 03:12:57.305322+00
000004012,000004,Progressão Textual,,2026-07-12 03:12:57.305322+00
000004013,000004,Paragrafação,,2026-07-12 03:12:57.305322+00
000004014,000004,Estratégias Argumentativas,,2026-07-12 03:12:57.305322+00
001001001,001001,Alfabeto,,2026-07-08 00:30:00+00
001001002,001001,Ortografia Oficial,,2026-07-12 03:10:33.258292+00
001001003,001001,Acentuação Gráfica,,2026-07-12 03:10:33.258292+00
001001004,001001,Emprego das Letras,,2026-07-12 03:10:33.258292+00
001001005,001001,Uso do Hífen,,2026-07-12 03:10:33.258292+00
001001006,001001,Emprego de Maiúsculas e Minúsculas,,2026-07-12 03:10:33.258292+00
001001007,001001,"Abreviações, Siglas e Símbolos",,2026-07-12 03:10:33.258292+00
001001008,001001,Estrangeirismos,,2026-07-12 03:10:33.258292+00
001001009,001001,Reforma Ortográfica,,2026-07-12 03:10:33.258292+00
001002001,001002,Fonema e Letra,,2026-07-12 03:10:33.258292+00
001002002,001002,Encontros Vocálicos,,2026-07-12 03:10:33.258292+00
001002003,001002,Encontros Consonantais,,2026-07-12 03:10:33.258292+00
001002004,001002,Dígrafos,,2026-07-12 03:10:33.258292+00
001002005,001002,Separação Silábica,,2026-07-12 03:10:33.258292+00
001002006,001002,Classificação das Palavras quanto à Sílaba Tônica,,2026-07-12 03:10:33.258292+00
001003001,001003,Estrutura das Palavras,,2026-07-12 03:10:33.258292+00
001003002,001003,Formação das Palavras,,2026-07-12 03:10:33.258292+00
001003003,001003,Substantivo,,2026-07-12 03:10:33.258292+00
001003004,001003,Artigo,,2026-07-12 03:10:33.258292+00
001003005,001003,Adjetivo,,2026-07-12 03:10:33.258292+00
001003006,001003,Numeral,,2026-07-12 03:10:33.258292+00
001003007,001003,Pronome,,2026-07-12 03:10:33.258292+00
001003008,001003,Verbos: Estrutura e Flexão,,2026-07-12 03:10:33.258292+00
001003009,001003,"Verbos: Tempos, Modos e Vozes",,2026-07-12 03:10:33.258292+00
001003010,001003,Advérbio,,2026-07-12 03:10:33.258292+00
001003011,001003,Preposição,,2026-07-12 03:10:33.258292+00
001003012,001003,Conjunção,,2026-07-12 03:10:33.258292+00
001003013,001003,Interjeição,,2026-07-12 03:10:33.258292+00
001004001,001004,Oração e Período,,2026-07-12 03:10:33.258292+00
001004002,001004,Sujeito,,2026-07-12 03:10:33.258292+00
001004003,001004,Predicado,,2026-07-12 03:10:33.258292+00
001004004,001004,Predicação Verbal,,2026-07-12 03:10:33.258292+00
001004005,001004,Objeto Direto e Objeto Indireto,,2026-07-12 03:10:33.258292+00
001004006,001004,Complemento Nominal e Agente da Passiva,,2026-07-12 03:10:33.258292+00
001004007,001004,Adjunto Adnominal e Adjunto Adverbial,,2026-07-12 03:10:33.258292+00
001004008,001004,Aposto e Vocativo,,2026-07-12 03:10:33.258292+00
001004009,001004,Período Simples e Período Composto,,2026-07-12 03:10:33.258292+00
001004010,001004,Coordenação e Subordinação,,2026-07-12 03:10:33.258292+00
001004011,001004,Concordância Nominal e Verbal,,2026-07-12 03:10:33.258292+00
001004012,001004,Regência Nominal e Verbal,,2026-07-12 03:10:33.258292+00
001004013,001004,Crase,,2026-07-12 03:10:33.258292+00
001004014,001004,Colocação Pronominal,,2026-07-12 03:10:33.258292+00
001004015,001004,Pontuação,,2026-07-12 03:10:33.258292+00
001005001,001005,Significação das Palavras,,2026-07-12 03:10:33.258292+00
001005002,001005,Sinonímia e Antonímia,,2026-07-12 03:10:33.258292+00
001005003,001005,Homônimos e Parônimos,,2026-07-12 03:10:33.258292+00
001005004,001005,Polissemia,,2026-07-12 03:10:33.258292+00
001005005,001005,Denotação e Conotação,,2026-07-12 03:10:33.258292+00
001005006,001005,Ambiguidade,,2026-07-12 03:10:33.258292+00
001006001,001006,Figuras de Linguagem,,2026-07-12 03:10:33.258292+00
001006002,001006,Vícios de Linguagem,,2026-07-12 03:10:33.258292+00
001006003,001006,Funções Expressivas da Linguagem,,2026-07-12 03:10:33.258292+00
001007001,001007,Compreensão Textual,,2026-07-12 03:10:33.258292+00
001007002,001007,Interpretação Textual,,2026-07-12 03:10:33.258292+00
001007003,001007,Inferência,,2026-07-12 03:10:33.258292+00
001007004,001007,Informações Explícitas e Implícitas,,2026-07-12 03:10:33.258292+00
001007005,001007,Intencionalidade do Texto,,2026-07-12 03:10:33.258292+00
001007006,001007,Estratégias de Leitura,,2026-07-12 03:10:33.258292+00
001008001,001008,Elementos da Comunicação,,2026-07-12 03:10:33.258292+00
001008002,001008,Funções da Linguagem,,2026-07-12 03:10:33.258292+00
001008003,001008,Linguagem Verbal,,2026-07-12 03:10:33.258292+00
001008004,001008,Linguagem Não Verbal,,2026-07-12 03:10:33.258292+00
001008005,001008,Variação Linguística,,2026-07-12 03:10:33.258292+00
001008006,001008,Níveis de Linguagem,,2026-07-12 03:10:33.258292+00
001009001,001009,Coesão Textual,,2026-07-12 03:10:33.258292+00
001009002,001009,Coerência Textual,,2026-07-12 03:10:33.258292+00
001009003,001009,Progressão Textual,,2026-07-12 03:10:33.258292+00
001009004,001009,Referenciação,,2026-07-12 03:10:33.258292+00
001010001,001010,Redação Oficial,,2026-07-12 03:10:33.258292+00
001010002,001010,Princípios da Redação Oficial,,2026-07-12 03:10:33.258292+00
001010003,001010,Padrão Ofício,,2026-07-12 03:10:33.258292+00
001010004,001010,Memorando,,2026-07-12 03:10:33.258292+00
001010005,001010,Ofício,,2026-07-12 03:10:33.258292+00
001010006,001010,Exposição de Motivos,,2026-07-12 03:10:33.258292+00
001010007,001010,Mensagem Oficial,,2026-07-12 03:10:33.258292+00
001010008,001010,Correio Eletrônico Oficial,,2026-07-12 03:10:33.258292+00
002001001,002001,Sistema de Numeração,,2026-07-12 03:17:49.206676+00
002001002,002001,Operações Fundamentais,,2026-07-12 03:17:49.206676+00
002001003,002001,Divisibilidade,,2026-07-12 03:17:49.206676+00
002001004,002001,Números Primos,,2026-07-12 03:17:49.206676+00
002001005,002001,Máximo Divisor Comum (MDC),,2026-07-12 03:17:49.206676+00
002001006,002001,Mínimo Múltiplo Comum (MMC),,2026-07-12 03:17:49.206676+00
002001007,002001,Frações,,2026-07-12 03:17:49.206676+00
002001008,002001,Números Decimais,,2026-07-12 03:17:49.206676+00
002001009,002001,Razão e Proporção,,2026-07-12 03:17:49.206676+00
002001010,002001,Regra de Três,,2026-07-12 03:17:49.206676+00
002001011,002001,Porcentagem,,2026-07-12 03:17:49.206676+00
002001012,002001,Potenciação,,2026-07-12 03:17:49.206676+00
002001013,002001,Radiciação,,2026-07-12 03:17:49.206676+00
002002001,002002,Expressões Algébricas,,2026-07-12 03:17:49.206676+00
002002002,002002,Produtos Notáveis,,2026-07-12 03:17:49.206676+00
002002003,002002,Fatoração,,2026-07-12 03:17:49.206676+00
002002004,002002,Equações do 1º Grau,,2026-07-12 03:17:49.206676+00
002002005,002002,Sistemas Lineares,,2026-07-12 03:17:49.206676+00
002002006,002002,Inequações do 1º Grau,,2026-07-12 03:17:49.206676+00
002002007,002002,Equações do 2º Grau,,2026-07-12 03:17:49.206676+00
002002008,002002,Função Afim,,2026-07-12 03:17:49.206676+00
002002009,002002,Função Quadrática,,2026-07-12 03:17:49.206676+00
002002010,002002,Função Exponencial,,2026-07-12 03:17:49.206676+00
002002011,002002,Função Logarítmica,,2026-07-12 03:17:49.206676+00
002002012,002002,Progressão Aritmética (PA),,2026-07-12 03:17:49.206676+00
002002013,002002,Progressão Geométrica (PG),,2026-07-12 03:17:49.206676+00
002003001,002003,Conceitos Fundamentais da Geometria,,2026-07-12 03:17:49.206676+00
002003002,002003,Ângulos,,2026-07-12 03:17:49.206676+00
002003003,002003,Triângulos,,2026-07-12 03:17:49.206676+00
002003004,002003,Quadriláteros,,2026-07-12 03:17:49.206676+00
002003005,002003,Polígonos,,2026-07-12 03:17:49.206676+00
002003006,002003,Circunferência e Círculo,,2026-07-12 03:17:49.206676+00
002003007,002003,Perímetro,,2026-07-12 03:17:49.206676+00
002003008,002003,Área de Figuras Planas,,2026-07-12 03:17:49.206676+00
002003009,002003,Geometria Espacial,,2026-07-12 03:17:49.206676+00
002003010,002003,Volume dos Sólidos,,2026-07-12 03:17:49.206676+00
002003011,002003,Geometria Analítica,,2026-07-12 03:17:49.206676+00
002003012,002003,Trigonometria,,2026-07-12 03:17:49.206676+00
002004001,002004,Sistema Internacional de Unidades (SI),,2026-07-12 03:17:49.206676+00
002004002,002004,Conversão de Medidas,,2026-07-12 03:17:49.206676+00
002004003,002004,Medidas de Comprimento,,2026-07-12 03:17:49.206676+00
002004004,002004,Medidas de Área,,2026-07-12 03:17:49.206676+00
002004005,002004,Medidas de Volume,,2026-07-12 03:17:49.206676+00
002004006,002004,Medidas de Massa,,2026-07-12 03:17:49.206676+00
002004007,002004,Medidas de Capacidade,,2026-07-12 03:17:49.206676+00
002004008,002004,Medidas de Tempo,,2026-07-12 03:17:49.206676+00
002004009,002004,Velocidade,,2026-07-12 03:17:49.206676+00
002004010,002004,Escalas,,2026-07-12 03:17:49.206676+00
002005001,002005,Conceitos Fundamentais,,2026-07-12 03:17:49.206676+00
002005002,002005,Organização de Dados,,2026-07-12 03:17:49.206676+00
002005003,002005,Tabelas Estatísticas,,2026-07-12 03:17:49.206676+00
002005004,002005,Gráficos Estatísticos,,2026-07-12 03:17:49.206676+00
002005005,002005,Média,,2026-07-12 03:17:49.206676+00
002005006,002005,Mediana,,2026-07-12 03:17:49.206676+00
002005007,002005,Moda,,2026-07-12 03:17:49.206676+00
002005008,002005,Amplitude,,2026-07-12 03:17:49.206676+00
002005009,002005,Probabilidade,,2026-07-12 03:17:49.206676+00
002005010,002005,Eventos Aleatórios,,2026-07-12 03:17:49.206676+00
002006001,002006,Juros Simples,,2026-07-12 03:17:49.206676+00
002006002,002006,Juros Compostos,,2026-07-12 03:17:49.206676+00
002006003,002006,Descontos,,2026-07-12 03:17:49.206676+00
002006004,002006,Taxas de Juros,,2026-07-12 03:17:49.206676+00
002006005,002006,Capitalização,,2026-07-12 03:17:49.206676+00
002006006,002006,Valor Presente e Valor Futuro,,2026-07-12 03:17:49.206676+00
002006007,002006,Sistemas de Amortização,,2026-07-12 03:17:49.206676+00
003001001,003001,O que é História,,2026-07-12 03:20:02.022909+00
003001002,003001,Fontes Históricas,,2026-07-12 03:20:02.022909+00
003001003,003001,Tempo Histórico,,2026-07-12 03:20:02.022909+00
003001004,003001,Periodização da História,,2026-07-12 03:20:02.022909+00
003001005,003001,Patrimônio Histórico e Cultural,,2026-07-12 03:20:02.022909+00
003002001,003002,Mesopotâmia,,2026-07-12 03:20:02.022909+00
003002002,003002,Egito Antigo,,2026-07-12 03:20:02.022909+00
003002003,003002,Hebreus,,2026-07-12 03:20:02.022909+00
003002004,003002,Fenícios,,2026-07-12 03:20:02.022909+00
003002005,003002,Persas,,2026-07-12 03:20:02.022909+00
003002006,003002,Grécia Antiga,,2026-07-12 03:20:02.022909+00
003002007,003002,Roma Antiga,,2026-07-12 03:20:02.022909+00
003003001,003003,Alta Idade Média,,2026-07-12 03:20:02.022909+00
003003002,003003,Feudalismo,,2026-07-12 03:20:02.022909+00
003003003,003003,Baixa Idade Média,,2026-07-12 03:20:02.022909+00
003003004,003003,Cruzadas,,2026-07-12 03:20:02.022909+00
003003005,003003,Formação das Monarquias Nacionais,,2026-07-12 03:20:02.022909+00
003004001,003004,Renascimento,,2026-07-12 03:20:02.022909+00
003004002,003004,Reforma Protestante,,2026-07-12 03:20:02.022909+00
003004003,003004,Contrarreforma,,2026-07-12 03:20:02.022909+00
003004004,003004,Absolutismo,,2026-07-12 03:20:02.022909+00
003004005,003004,Mercantilismo,,2026-07-12 03:20:02.022909+00
003004006,003004,Grandes Navegações,,2026-07-12 03:20:02.022909+00
003004007,003004,Iluminismo,,2026-07-12 03:20:02.022909+00
003004008,003004,Revolução Industrial,,2026-07-12 03:20:02.022909+00
003004009,003004,Independência dos Estados Unidos,,2026-07-12 03:20:02.022909+00
003004010,003004,Revolução Francesa,,2026-07-12 03:20:02.022909+00
003005001,003005,Imperialismo,,2026-07-12 03:20:02.022909+00
003005002,003005,Primeira Guerra Mundial,,2026-07-12 03:20:02.022909+00
003005003,003005,Revolução Russa,,2026-07-12 03:20:02.022909+00
003005004,003005,Crise de 1929,,2026-07-12 03:20:02.022909+00
003005005,003005,Nazismo e Fascismo,,2026-07-12 03:20:02.022909+00
003005006,003005,Segunda Guerra Mundial,,2026-07-12 03:20:02.022909+00
003005007,003005,Guerra Fria,,2026-07-12 03:20:02.022909+00
003005008,003005,Descolonização da África e da Ásia,,2026-07-12 03:20:02.022909+00
003005009,003005,Globalização,,2026-07-12 03:20:02.022909+00
003006001,003006,Povos Originários do Brasil,,2026-07-12 03:20:02.022909+00
003006002,003006,Chegada dos Portugueses,,2026-07-12 03:20:02.022909+00
003006003,003006,Capitanias Hereditárias,,2026-07-12 03:20:02.022909+00
003006004,003006,Governo-Geral,,2026-07-12 03:20:02.022909+00
003006005,003006,Economia Açucareira,,2026-07-12 03:20:02.022909+00
003006006,003006,Escravidão no Brasil,,2026-07-12 03:20:02.022909+00
003006007,003006,Entradas e Bandeiras,,2026-07-12 03:20:02.022909+00
003006008,003006,Invasões Estrangeiras,,2026-07-12 03:20:02.022909+00
003006009,003006,Ciclo do Ouro,,2026-07-12 03:20:02.022909+00
003006010,003006,Vinda da Família Real,,2026-07-12 03:20:02.022909+00
003006011,003006,Independência do Brasil,,2026-07-12 03:20:02.022909+00
003006012,003006,Primeiro Reinado,,2026-07-12 03:20:02.022909+00
003006013,003006,Período Regencial,,2026-07-12 03:20:02.022909+00
003006014,003006,Segundo Reinado,,2026-07-12 03:20:02.022909+00
003006015,003006,Proclamação da República,,2026-07-12 03:20:02.022909+00
003006016,003006,República Velha,,2026-07-12 03:20:02.022909+00
003006017,003006,Era Vargas,,2026-07-12 03:20:02.022909+00
003006018,003006,Ditadura Militar,,2026-07-12 03:20:02.022909+00
003006019,003006,Nova República,,2026-07-12 03:20:02.022909+00
003006020,003006,Constituição de 1988,,2026-07-12 03:20:02.022909+00
003007001,003007,Civilizações Americanas,,2026-07-12 03:20:02.022909+00
003007002,003007,Civilizações Africanas,,2026-07-12 03:20:02.022909+00
003007003,003007,Civilizações Asiáticas,,2026-07-12 03:20:02.022909+00
003007004,003007,Civilizações Europeias,,2026-07-12 03:20:02.022909+00
003007005,003007,Povos Indígenas do Brasil,,2026-07-12 03:20:02.022909+00
003007006,003007,Imigração Italiana no Brasil,,2026-07-12 03:20:02.022909+00
003007007,003007,Imigração Alemã no Brasil,,2026-07-12 03:20:02.022909+00
003007008,003007,Imigração Japonesa no Brasil,,2026-07-12 03:20:02.022909+00
003007009,003007,Imigração Árabe no Brasil,,2026-07-12 03:20:02.022909+00
003008001,003008,Arte na Pré-História,,2026-07-12 03:20:02.022909+00
003008002,003008,Arte Antiga,,2026-07-12 03:20:02.022909+00
003008003,003008,Arte Medieval,,2026-07-12 03:20:02.022909+00
003008004,003008,Renascimento Artístico,,2026-07-12 03:20:02.022909+00
003008005,003008,Barroco,,2026-07-12 03:20:02.022909+00
003008006,003008,Arcadismo,,2026-07-12 03:20:02.022909+00
003008007,003008,Romantismo,,2026-07-12 03:20:02.022909+00
003008008,003008,Realismo,,2026-07-12 03:20:02.022909+00
003008009,003008,Modernismo,,2026-07-12 03:20:02.022909+00
003008010,003008,Semana de Arte Moderna,,2026-07-12 03:20:02.022909+00
003008011,003008,Patrimônio Cultural Brasileiro,,2026-07-12 03:20:02.022909+00
003009001,003009,Organização Político-Administrativa do Brasil,,2026-07-12 03:20:02.022909+00
003009002,003009,Formação Histórica dos Estados Brasileiros,,2026-07-12 03:20:02.022909+00
003009003,003009,Municípios Brasileiros,,2026-07-12 03:20:02.022909+00
003009004,003009,Distritos Brasileiros,,2026-07-12 03:20:02.022909+00
003009005,003009,Capitais Brasileiras,,2026-07-12 03:20:02.022909+00
003100001,003100,Estado do Acre,,2026-07-12 03:22:56.909202+00
003100002,003100,Acrelândia,,2026-07-12 03:22:56.909202+00
003100003,003100,Assis Brasil,,2026-07-12 03:22:56.909202+00
003100004,003100,Brasiléia,,2026-07-12 03:22:56.909202+00
003100005,003100,Bujari,,2026-07-12 03:22:56.909202+00
003100006,003100,Capixaba,,2026-07-12 03:22:56.909202+00
003100007,003100,Cruzeiro do Sul,,2026-07-12 03:22:56.909202+00
003100008,003100,Epitaciolândia,,2026-07-12 03:22:56.909202+00
003100009,003100,Feijó,,2026-07-12 03:22:56.909202+00
003100010,003100,Jordão,,2026-07-12 03:22:56.909202+00
003100011,003100,Mâncio Lima,,2026-07-12 03:22:56.909202+00
003100012,003100,Manoel Urbano,,2026-07-12 03:22:56.909202+00
003100013,003100,Marechal Thaumaturgo,,2026-07-12 03:22:56.909202+00
003100014,003100,Plácido de Castro,,2026-07-12 03:22:56.909202+00
003100015,003100,Porto Acre,,2026-07-12 03:22:56.909202+00
003100016,003100,Porto Walter,,2026-07-12 03:22:56.909202+00
003100017,003100,Rio Branco,,2026-07-12 03:22:56.909202+00
003100018,003100,Rodrigues Alves,,2026-07-12 03:22:56.909202+00
003100019,003100,Santa Rosa do Purus,,2026-07-12 03:22:56.909202+00
003100020,003100,Sena Madureira,,2026-07-12 03:22:56.909202+00
003100021,003100,Senador Guiomard,,2026-07-12 03:22:56.909202+00
003100022,003100,Tarauacá,,2026-07-12 03:22:56.909202+00
003100023,003100,Xapuri,,2026-07-12 03:22:56.909202+00
003100024,003100,Formação Histórica do Acre,,2026-07-12 03:22:56.909202+00
003100025,003100,Geografia do Acre,,2026-07-12 03:22:56.909202+00
003100026,003100,Economia do Acre,,2026-07-12 03:22:56.909202+00
003100027,003100,Cultura do Acre,,2026-07-12 03:22:56.909202+00
003100028,003100,Símbolos Oficiais do Acre,,2026-07-12 03:22:56.909202+00
003101001,003101,Estado de Alagoas,,2026-07-12 03:22:56.909202+00
003101002,003101,Água Branca,,2026-07-12 03:22:56.909202+00
003101003,003101,Anadia,,2026-07-12 03:22:56.909202+00
003101004,003101,Arapiraca,,2026-07-12 03:22:56.909202+00
003101005,003101,Atalaia,,2026-07-12 03:22:56.909202+00
003101006,003101,Barra de Santo Antônio,,2026-07-12 03:22:56.909202+00
003101007,003101,Barra de São Miguel,,2026-07-12 03:22:56.909202+00
003101008,003101,Batalha,,2026-07-12 03:22:56.909202+00
003101009,003101,Belém,,2026-07-12 03:22:56.909202+00
003101010,003101,Belo Monte,,2026-07-12 03:22:56.909202+00
003101011,003101,Boca da Mata,,2026-07-12 03:22:56.909202+00
003101012,003101,Branquinha,,2026-07-12 03:22:56.909202+00
003101013,003101,Cacimbinhas,,2026-07-12 03:22:56.909202+00
003101014,003101,Cajueiro,,2026-07-12 03:22:56.909202+00
003101015,003101,Campestre,,2026-07-12 03:22:56.909202+00
003101016,003101,Campo Alegre,,2026-07-12 03:22:56.909202+00
003101017,003101,Campo Grande,,2026-07-12 03:22:56.909202+00
003101018,003101,Canapi,,2026-07-12 03:22:56.909202+00
003101019,003101,Capela,,2026-07-12 03:22:56.909202+00
003101020,003101,Carneiros,,2026-07-12 03:22:56.909202+00
003101021,003101,Chã Preta,,2026-07-12 03:22:56.909202+00
003101022,003101,Coité do Nóia,,2026-07-12 03:22:56.909202+00
003101023,003101,Colônia Leopoldina,,2026-07-12 03:22:56.909202+00
003101024,003101,Coqueiro Seco,,2026-07-12 03:22:56.909202+00
003101025,003101,Coruripe,,2026-07-12 03:22:56.909202+00
003101026,003101,Formação Histórica de Alagoas,,2026-07-12 03:22:56.909202+00
003101027,003101,Geografia de Alagoas,,2026-07-12 03:22:56.909202+00
003101028,003101,Economia de Alagoas,,2026-07-12 03:22:56.909202+00
003101029,003101,Cultura Alagoana,,2026-07-12 03:22:56.909202+00
003101030,003101,Símbolos Oficiais de Alagoas,,2026-07-12 03:22:56.909202+00
003102001,003102,Estado do Amapá,,2026-07-12 03:28:39.909719+00
003102002,003102,Amapá,,2026-07-12 03:28:39.909719+00
003102003,003102,Calçoene,,2026-07-12 03:28:39.909719+00
003102004,003102,Cutias,,2026-07-12 03:28:39.909719+00
003102005,003102,Ferreira Gomes,,2026-07-12 03:28:39.909719+00
003102006,003102,Itaubal,,2026-07-12 03:28:39.909719+00
003102007,003102,Laranjal do Jari,,2026-07-12 03:28:39.909719+00
003102008,003102,Macapá,,2026-07-12 03:28:39.909719+00
003102009,003102,Mazagão,,2026-07-12 03:28:39.909719+00
003102010,003102,Oiapoque,,2026-07-12 03:28:39.909719+00
003102011,003102,Pedra Branca do Amapari,,2026-07-12 03:28:39.909719+00
003102012,003102,Porto Grande,,2026-07-12 03:28:39.909719+00
003102013,003102,Pracuúba,,2026-07-12 03:28:39.909719+00
003102014,003102,Santana,,2026-07-12 03:28:39.909719+00
003102015,003102,Serra do Navio,,2026-07-12 03:28:39.909719+00
003102016,003102,Tartarugalzinho,,2026-07-12 03:28:39.909719+00
003102017,003102,Vitória do Jari,,2026-07-12 03:28:39.909719+00
003103001,003103,Estado do Amazonas,,2026-07-12 03:29:58.097752+00
003103002,003103,Alvarães,,2026-07-12 03:29:58.097752+00
003103003,003103,Amaturá,,2026-07-12 03:29:58.097752+00
003103004,003103,Anamã,,2026-07-12 03:29:58.097752+00
003103005,003103,Anori,,2026-07-12 03:29:58.097752+00
003103006,003103,Apuí,,2026-07-12 03:29:58.097752+00
003103007,003103,Atalaia do Norte,,2026-07-12 03:29:58.097752+00
003103008,003103,Autazes,,2026-07-12 03:29:58.097752+00
003103009,003103,Barcelos,,2026-07-12 03:29:58.097752+00
003103010,003103,Barreirinha,,2026-07-12 03:29:58.097752+00
003103011,003103,Benjamin Constant,,2026-07-12 03:29:58.097752+00
003103012,003103,Beruri,,2026-07-12 03:29:58.097752+00
003103013,003103,Boa Vista do Ramos,,2026-07-12 03:29:58.097752+00
003103014,003103,Boca do Acre,,2026-07-12 03:29:58.097752+00
003103015,003103,Borba,,2026-07-12 03:29:58.097752+00
003103016,003103,Caapiranga,,2026-07-12 03:29:58.097752+00
003103017,003103,Canutama,,2026-07-12 03:29:58.097752+00
003103018,003103,Carauari,,2026-07-12 03:29:58.097752+00
003103019,003103,Careiro,,2026-07-12 03:29:58.097752+00
003103020,003103,Careiro da Várzea,,2026-07-12 03:29:58.097752+00
003103021,003103,Coari,,2026-07-12 03:29:58.097752+00
003103022,003103,Codajás,,2026-07-12 03:29:58.097752+00
003103023,003103,Eirunepé,,2026-07-12 03:29:58.097752+00
003103024,003103,Envira,,2026-07-12 03:29:58.097752+00
003103025,003103,Fonte Boa,,2026-07-12 03:29:58.097752+00
003103026,003103,Guajará,,2026-07-12 03:29:58.097752+00
003103027,003103,Humaitá,,2026-07-12 03:29:58.097752+00
003103028,003103,Ipixuna,,2026-07-12 03:29:58.097752+00
003103029,003103,Iranduba,,2026-07-12 03:29:58.097752+00
003103030,003103,Itacoatiara,,2026-07-12 03:29:58.097752+00
003103031,003103,Itamarati,,2026-07-12 03:29:58.097752+00
003103032,003103,Itapiranga,,2026-07-12 03:29:58.097752+00
003103033,003103,Japurá,,2026-07-12 03:29:58.097752+00
003103034,003103,Juruá,,2026-07-12 03:29:58.097752+00
003103035,003103,Jutaí,,2026-07-12 03:29:58.097752+00
003103036,003103,Lábrea,,2026-07-12 03:29:58.097752+00
003103037,003103,Manacapuru,,2026-07-12 03:29:58.097752+00
003103038,003103,Manaquiri,,2026-07-12 03:29:58.097752+00
003103039,003103,Manaus,,2026-07-12 03:29:58.097752+00
003103040,003103,Manicoré,,2026-07-12 03:29:58.097752+00
003103041,003103,Maraã,,2026-07-12 03:29:58.097752+00
003103042,003103,Maués,,2026-07-12 03:29:58.097752+00
003103043,003103,Nhamundá,,2026-07-12 03:29:58.097752+00
003103044,003103,Nova Olinda do Norte,,2026-07-12 03:29:58.097752+00
003103045,003103,Novo Airão,,2026-07-12 03:29:58.097752+00
003103046,003103,Novo Aripuanã,,2026-07-12 03:29:58.097752+00
003103047,003103,Parintins,,2026-07-12 03:29:58.097752+00
003103048,003103,Pauini,,2026-07-12 03:29:58.097752+00
003103049,003103,Presidente Figueiredo,,2026-07-12 03:29:58.097752+00
003103050,003103,Rio Preto da Eva,,2026-07-12 03:29:58.097752+00
003103051,003103,Santa Isabel do Rio Negro,,2026-07-12 03:29:58.097752+00
003103052,003103,Santo Antônio do Içá,,2026-07-12 03:29:58.097752+00
003103053,003103,São Gabriel da Cachoeira,,2026-07-12 03:29:58.097752+00
003103054,003103,São Paulo de Olivença,,2026-07-12 03:29:58.097752+00
003103055,003103,São Sebastião do Uatumã,,2026-07-12 03:29:58.097752+00
003103056,003103,Silves,,2026-07-12 03:29:58.097752+00
003103057,003103,Tabatinga,,2026-07-12 03:29:58.097752+00
003103058,003103,Tapauá,,2026-07-12 03:29:58.097752+00
003103059,003103,Tefé,,2026-07-12 03:29:58.097752+00
003103060,003103,Tonantins,,2026-07-12 03:29:58.097752+00
003103061,003103,Uarini,,2026-07-12 03:29:58.097752+00
003103062,003103,Urucará,,2026-07-12 03:29:58.097752+00
003103063,003103,Urucurituba,,2026-07-12 03:29:58.097752+00
003104001,003104,Estado da Bahia,,2026-07-12 03:32:20.801641+00
